name,roll_number,phone,year,semester,department,section_name
Jyothirmai Boyapally,24A91A1202,9100000442,1,2,IT,A
Nagaraj Ravulaparthi,24A91A1203,9100000443,1,2,IT,A
Kavya Dandu,24A91A1204,9100000444,1,2,IT,A
Nikhil Guntupalli,24A91A1205,9100000445,1,2,IT,A
Lalitha Nimmala,24A91A1206,9100000446,1,2,IT,A
Pavan Pothuraju,24A91A1207,9100000447,1,2,IT,A
Likhitha Marri,24A91A1208,9100000448,1,2,IT,A
Pranav Uppuluri,24A91A1209,9100000449,1,2,IT,A
Manasa Muvva,24A91A1210,9100000450,1,2,IT,A
Prudhvi Vegesna,24A91A1211,9100000451,1,2,IT,B
Meghana Chidipothu,24A91A1212,9100000452,1,2,IT,B
Rajesh Kasireddy,24A91A1213,9100000453,1,2,IT,B
Mythili Tummala,24A91A1214,9100000454,1,2,IT,B
Rakesh Gali,24A91A1215,9100000455,1,2,IT,B
Navya Vallabhaneni,24A91A1216,9100000456,1,2,IT,B
Ravi Bejjanki,24A91A1217,9100000457,1,2,IT,B
Nirmala Palleti,24A91A1218,9100000458,1,2,IT,B
Sai Dendukuri,24A91A1219,9100000459,1,2,IT,B
Pallavi Gogineni,24A91A1220,9100000460,1,2,IT,B
Santosh Nandipati,23A91A1201,9100000461,2,4,IT,A
Pooja Maddula,23A91A1202,9100000462,2,4,IT,A
Shankar Konda,23A91A1203,9100000463,2,4,IT,A
Preethi Nelluri,23A91A1204,9100000464,2,4,IT,A
Srinivas Potluri,23A91A1205,9100000465,2,4,IT,A
Rachana Shaik,23A91A1206,9100000466,2,4,IT,A
Sunil Talluri,23A91A1207,9100000467,2,4,IT,A
Rekha Vemula,23A91A1208,9100000468,2,4,IT,A
Tarun Pathan,23A91A1209,9100000469,2,4,IT,A
Shalini Manne,23A91A1210,9100000470,2,4,IT,A
Varun Bandi,23A91A1211,9100000471,2,4,IT,B
Sirisha Sappa,23A91A1212,9100000472,2,4,IT,B
Vijay Gundala,23A91A1213,9100000473,2,4,IT,B
Spandana Chilukuri,23A91A1214,9100000474,2,4,IT,B
Vinay Sahu,23A91A1215,9100000475,2,4,IT,B
Sridevi Dasari,23A91A1216,9100000476,2,4,IT,B
Vivek Kakarla,23A91A1217,9100000477,2,4,IT,B
Supriya Yerra,23A91A1218,9100000478,2,4,IT,B
Yashwanth Vankayala,23A91A1219,9100000479,2,4,IT,B
Swathi Bolla,23A91A1220,9100000480,2,4,IT,B
Aakash Pilli,22A91A1201,9100000481,3,6,IT,A
Tejaswini Palagiri,22A91A1202,9100000482,3,6,IT,A
Aditya Gudivada,22A91A1203,9100000483,3,6,IT,A
Usha Mandava,22A91A1204,9100000484,3,6,IT,A
Akash Maddipati,22A91A1205,9100000485,3,6,IT,A
Varsha Kakumanu,22A91A1206,9100000486,3,6,IT,A
Amit Boddu,22A91A1207,9100000487,3,6,IT,A
Yamini Koppula,22A91A1208,9100000488,3,6,IT,A
Anil Peddinti,22A91A1209,9100000489,3,6,IT,A
Swarna Vemuri,22A91A1210,9100000490,3,6,IT,A
Arjun Golla,22A91A1211,9100000491,3,6,IT,B
Amulya Duvvuri,22A91A1212,9100000492,3,6,IT,B
Ashok Annam,22A91A1213,9100000493,3,6,IT,B
Ankitha Rachapudi,22A91A1214,9100000494,3,6,IT,B
Bhanu Thota,22A91A1215,9100000495,3,6,IT,B
Aparna Arepalli,22A91A1216,9100000496,3,6,IT,B
Chaitanya Kunchala,22A91A1217,9100000497,3,6,IT,B
Bhavya Yellapu,22A91A1218,9100000498,3,6,IT,B
Deepak Ganta,22A91A1219,9100000499,3,6,IT,B
Chaitra Meka,22A91A1220,9100000500,3,6,IT,B
Dinesh Parasa,21A91A1201,9100000501,4,8,IT,A
Divya Challagundla,21A91A1202,9100000502,4,8,IT,A
Eswar Kandula,21A91A1203,9100000503,4,8,IT,A
Esha Muvvala,21A91A1204,9100000504,4,8,IT,A
Gowtham Kothapalli,21A91A1205,9100000505,4,8,IT,A
Harini Manepalli,21A91A1206,9100000506,4,8,IT,A
Harish Nuthalapati,21A91A1207,9100000507,4,8,IT,A
Hema Badugu,21A91A1208,9100000508,4,8,IT,A
Jagadeesh Sunkara,21A91A1209,9100000509,4,8,IT,A
Ishita Dondapati,21A91A1210,9100000510,4,8,IT,A
Karthik Palaparthi,21A91A1211,9100000511,4,8,IT,B
Jyothirmai Yedla,21A91A1212,9100000512,4,8,IT,B
Krishna Gajjela,21A91A1213,9100000513,4,8,IT,B
Kavya Vadlamudi,21A91A1214,9100000514,4,8,IT,B
Lalith Kollipara,21A91A1215,9100000515,4,8,IT,B
Lalitha Ganji,21A91A1216,9100000516,4,8,IT,B
Madhav Kommineni,21A91A1217,9100000517,4,8,IT,B
Likhitha Nallamothu,21A91A1218,9100000518,4,8,IT,B
Manoj Maddirala,21A91A1219,9100000519,4,8,IT,B
Manasa Battula,21A91A1220,9100000520,4,8,IT,B
Mukesh Garapati,24A91A6201,9100000521,1,2,CSE (AI&ML),A
Meghana Lanka,24A91A6202,9100000522,1,2,CSE (AI&ML),A
Nagaraj Pathuri,24A91A6203,9100000523,1,2,CSE (AI&ML),A
Mythili Saride,24A91A6204,9100000524,1,2,CSE (AI&ML),A
Nikhil Mandadi,24A91A6205,9100000525,1,2,CSE (AI&ML),A
Navya Kosuru,24A91A6206,9100000526,1,2,CSE (AI&ML),A
Pavan Alavala,24A91A6207,9100000527,1,2,CSE (AI&ML),A
Nirmala Chintala,24A91A6208,9100000528,1,2,CSE (AI&ML),A
Pranav Chappidi,24A91A6209,9100000529,1,2,CSE (AI&ML),A
Pallavi Kurella,24A91A6210,9100000530,1,2,CSE (AI&ML),A
Prudhvi Vaddadi,24A91A6211,9100000531,1,2,CSE (AI&ML),B
Pooja Palempalle,24A91A6212,9100000532,1,2,CSE (AI&ML),B
Rajesh Vangapandu,24A91A6213,9100000533,1,2,CSE (AI&ML),B
Preethi Boyapally,24A91A6214,9100000534,1,2,CSE (AI&ML),B
Rakesh Ravulaparthi,24A91A6215,9100000535,1,2,CSE (AI&ML),B
Rachana Dandu,24A91A6216,9100000536,1,2,CSE (AI&ML),B
Ravi Guntupalli,24A91A6217,9100000537,1,2,CSE (AI&ML),B
Rekha Nimmala,24A91A6218,9100000538,1,2,CSE (AI&ML),B
Sai Pothuraju,24A91A6219,9100000539,1,2,CSE (AI&ML),B
Shalini Marri,24A91A6220,9100000540,1,2,CSE (AI&ML),B
Santosh Uppuluri,23A91A6201,9100000541,2,4,CSE (AI&ML),A
Sirisha Muvva,23A91A6202,9100000542,2,4,CSE (AI&ML),A
Shankar Vegesna,23A91A6203,9100000543,2,4,CSE (AI&ML),A
Spandana Chidipothu,23A91A6204,9100000544,2,4,CSE (AI&ML),A
Srinivas Kasireddy,23A91A6205,9100000545,2,4,CSE (AI&ML),A
Sridevi Tummala,23A91A6206,9100000546,2,4,CSE (AI&ML),A
Sunil Gali,23A91A6207,9100000547,2,4,CSE (AI&ML),A
Supriya Vallabhaneni,23A91A6208,9100000548,2,4,CSE (AI&ML),A
Tarun Bejjanki,23A91A6209,9100000549,2,4,CSE (AI&ML),A
Swathi Palleti,23A91A6210,9100000550,2,4,CSE (AI&ML),A
Varun Dendukuri,23A91A6211,9100000551,2,4,CSE (AI&ML),B
Tejaswini Gogineni,23A91A6212,9100000552,2,4,CSE (AI&ML),B
Vijay Nandipati,23A91A6213,9100000553,2,4,CSE (AI&ML),B
Usha Maddula,23A91A6214,9100000554,2,4,CSE (AI&ML),B
Vinay Konda,23A91A6215,9100000555,2,4,CSE (AI&ML),B
Varsha Nelluri,23A91A6216,9100000556,2,4,CSE (AI&ML),B
Vivek Potluri,23A91A6217,9100000557,2,4,CSE (AI&ML),B
Yamini Shaik,23A91A6218,9100000558,2,4,CSE (AI&ML),B
Yashwanth Talluri,23A91A6219,9100000559,2,4,CSE (AI&ML),B
Swarna Vemula,23A91A6220,9100000560,2,4,CSE (AI&ML),B
Aakash Pathan,22A91A6201,9100000561,3,6,CSE (AI&ML),A
Amulya Manne,22A91A6202,9100000562,3,6,CSE (AI&ML),A
Aditya Bandi,22A91A6203,9100000563,3,6,CSE (AI&ML),A
Ankitha Sappa,22A91A6204,9100000564,3,6,CSE (AI&ML),A
Akash Gundala,22A91A6205,9100000565,3,6,CSE (AI&ML),A
Aparna Chilukuri,22A91A6206,9100000566,3,6,CSE (AI&ML),A
Amit Sahu,22A91A6207,9100000567,3,6,CSE (AI&ML),A
Bhavya Dasari,22A91A6208,9100000568,3,6,CSE (AI&ML),A
Anil Kakarla,22A91A6209,9100000569,3,6,CSE (AI&ML),A
Chaitra Yerra,22A91A6210,9100000570,3,6,CSE (AI&ML),A
Arjun Vankayala,22A91A6211,9100000571,3,6,CSE (AI&ML),B
Divya Bolla,22A91A6212,9100000572,3,6,CSE (AI&ML),B
Ashok Pilli,22A91A6213,9100000573,3,6,CSE (AI&ML),B
Esha Palagiri,22A91A6214,9100000574,3,6,CSE (AI&ML),B
Bhanu Gudivada,22A91A6215,9100000575,3,6,CSE (AI&ML),B
Harini Mandava,22A91A6216,9100000576,3,6,CSE (AI&ML),B
Chaitanya Maddipati,22A91A6217,9100000577,3,6,CSE (AI&ML),B
Hema Kakumanu,22A91A6218,9100000578,3,6,CSE (AI&ML),B
Deepak Boddu,22A91A6219,9100000579,3,6,CSE (AI&ML),B
Ishita Koppula,22A91A6220,9100000580,3,6,CSE (AI&ML),B
Dinesh Peddinti,21A91A6201,9100000581,4,8,CSE (AI&ML),A
Jyothirmai Vemuri,21A91A6202,9100000582,4,8,CSE (AI&ML),A
Eswar Golla,21A91A6203,9100000583,4,8,CSE (AI&ML),A
Kavya Duvvuri,21A91A6204,9100000584,4,8,CSE (AI&ML),A
Gowtham Annam,21A91A6205,9100000585,4,8,CSE (AI&ML),A
Lalitha Rachapudi,21A91A6206,9100000586,4,8,CSE (AI&ML),A
Harish Thota,21A91A6207,9100000587,4,8,CSE (AI&ML),A
Likhitha Arepalli,21A91A6208,9100000588,4,8,CSE (AI&ML),A
Jagadeesh Kunchala,21A91A6209,9100000589,4,8,CSE (AI&ML),A
Manasa Yellapu,21A91A6210,9100000590,4,8,CSE (AI&ML),A
Karthik Ganta,21A91A6211,9100000591,4,8,CSE (AI&ML),B
Meghana Meka,21A91A6212,9100000592,4,8,CSE (AI&ML),B
Krishna Parasa,21A91A6213,9100000593,4,8,CSE (AI&ML),B
Mythili Challagundla,21A91A6214,9100000594,4,8,CSE (AI&ML),B
Lalith Kandula,21A91A6215,9100000595,4,8,CSE (AI&ML),B
Navya Muvvala,21A91A6216,9100000596,4,8,CSE (AI&ML),B
Madhav Kothapalli,21A91A6217,9100000597,4,8,CSE (AI&ML),B
Nirmala Manepalli,21A91A6218,9100000598,4,8,CSE (AI&ML),B
Manoj Nuthalapati,21A91A6219,9100000599,4,8,CSE (AI&ML),B
Pallavi Badugu,21A91A6220,9100000600,4,8,CSE (AI&ML),B
Mukesh Sunkara,24A91A6701,9100000601,1,2,CSE (DS),A
Pooja Dondapati,24A91A6702,9100000602,1,2,CSE (DS),A
Nagaraj Palaparthi,24A91A6703,9100000603,1,2,CSE (DS),A
Preethi Yedla,24A91A6704,9100000604,1,2,CSE (DS),A
Nikhil Gajjela,24A91A6705,9100000605,1,2,CSE (DS),A
Rachana Vadlamudi,24A91A6706,9100000606,1,2,CSE (DS),A
Pavan Kollipara,24A91A6707,9100000607,1,2,CSE (DS),A
Rekha Ganji,24A91A6708,9100000608,1,2,CSE (DS),A
Pranav Kommineni,24A91A6709,9100000609,1,2,CSE (DS),A
Shalini Nallamothu,24A91A6710,9100000610,1,2,CSE (DS),A
Prudhvi Maddirala,24A91A6711,9100000611,1,2,CSE (DS),B
Sirisha Battula,24A91A6712,9100000612,1,2,CSE (DS),B
Rajesh Garapati,24A91A6713,9100000613,1,2,CSE (DS),B
Spandana Lanka,24A91A6714,9100000614,1,2,CSE (DS),B
Rakesh Pathuri,24A91A6715,9100000615,1,2,CSE (DS),B
Sridevi Saride,24A91A6716,9100000616,1,2,CSE (DS),B
Ravi Mandadi,24A91A6717,9100000617,1,2,CSE (DS),B
Supriya Kosuru,24A91A6718,9100000618,1,2,CSE (DS),B
Sai Alavala,24A91A6719,9100000619,1,2,CSE (DS),B
Swathi Chintala,24A91A6720,9100000620,1,2,CSE (DS),B
Santosh Chappidi,23A91A6701,9100000621,2,4,CSE (DS),A
Tejaswini Kurella,23A91A6702,9100000622,2,4,CSE (DS),A
Shankar Vaddadi,23A91A6703,9100000623,2,4,CSE (DS),A
Usha Palempalle,23A91A6704,9100000624,2,4,CSE (DS),A
Srinivas Vangapandu,23A91A6705,9100000625,2,4,CSE (DS),A
Varsha Boyapally,23A91A6706,9100000626,2,4,CSE (DS),A
Sunil Ravulaparthi,23A91A6707,9100000627,2,4,CSE (DS),A
Yamini Dandu,23A91A6708,9100000628,2,4,CSE (DS),A
Tarun Guntupalli,23A91A6709,9100000629,2,4,CSE (DS),A
Swarna Nimmala,23A91A6710,9100000630,2,4,CSE (DS),A
Varun Pothuraju,23A91A6711,9100000631,2,4,CSE (DS),B
Amulya Marri,23A91A6712,9100000632,2,4,CSE (DS),B
Vijay Uppuluri,23A91A6713,9100000633,2,4,CSE (DS),B
Ankitha Muvva,23A91A6714,9100000634,2,4,CSE (DS),B
Vinay Vegesna,23A91A6715,9100000635,2,4,CSE (DS),B
Aparna Chidipothu,23A91A6716,9100000636,2,4,CSE (DS),B
Vivek Kasireddy,23A91A6717,9100000637,2,4,CSE (DS),B
Bhavya Tummala,23A91A6718,9100000638,2,4,CSE (DS),B
Yashwanth Gali,23A91A6719,9100000639,2,4,CSE (DS),B
Chaitra Vallabhaneni,23A91A6720,9100000640,2,4,CSE (DS),B
Aakash Bejjanki,22A91A6701,9100000641,3,6,CSE (DS),A
Divya Palleti,22A91A6702,9100000642,3,6,CSE (DS),A
Aditya Dendukuri,22A91A6703,9100000643,3,6,CSE (DS),A
Esha Gogineni,22A91A6704,9100000644,3,6,CSE (DS),A
Akash Nandipati,22A91A6705,9100000645,3,6,CSE (DS),A
Harini Maddula,22A91A6706,9100000646,3,6,CSE (DS),A
Amit Konda,22A91A6707,9100000647,3,6,CSE (DS),A
Hema Nelluri,22A91A6708,9100000648,3,6,CSE (DS),A
Anil Potluri,22A91A6709,9100000649,3,6,CSE (DS),A
Ishita Shaik,22A91A6710,9100000650,3,6,CSE (DS),A
Arjun Talluri,22A91A6711,9100000651,3,6,CSE (DS),B
Jyothirmai Vemula,22A91A6712,9100000652,3,6,CSE (DS),B
Ashok Pathan,22A91A6713,9100000653,3,6,CSE (DS),B
Kavya Manne,22A91A6714,9100000654,3,6,CSE (DS),B
Bhanu Bandi,22A91A6715,9100000655,3,6,CSE (DS),B
Lalitha Sappa,22A91A6716,9100000656,3,6,CSE (DS),B
Chaitanya Gundala,22A91A6717,9100000657,3,6,CSE (DS),B
Likhitha Chilukuri,22A91A6718,9100000658,3,6,CSE (DS),B
Deepak Sahu,22A91A6719,9100000659,3,6,CSE (DS),B
Manasa Dasari,22A91A6720,9100000660,3,6,CSE (DS),B
Dinesh Kakarla,21A91A6701,9100000661,4,8,CSE (DS),A
Meghana Yerra,21A91A6702,9100000662,4,8,CSE (DS),A
Eswar Vankayala,21A91A6703,9100000663,4,8,CSE (DS),A
Mythili Bolla,21A91A6704,9100000664,4,8,CSE (DS),A
Gowtham Pilli,21A91A6705,9100000665,4,8,CSE (DS),A
Navya Palagiri,21A91A6706,9100000666,4,8,CSE (DS),A
Harish Gudivada,21A91A6707,9100000667,4,8,CSE (DS),A
Nirmala Mandava,21A91A6708,9100000668,4,8,CSE (DS),A
Jagadeesh Maddipati,21A91A6709,9100000669,4,8,CSE (DS),A
Pallavi Kakumanu,21A91A6710,9100000670,4,8,CSE (DS),A
Karthik Boddu,21A91A6711,9100000671,4,8,CSE (DS),B
Pooja Koppula,21A91A6712,9100000672,4,8,CSE (DS),B
Krishna Peddinti,21A91A6713,9100000673,4,8,CSE (DS),B
Preethi Vemuri,21A91A6714,9100000674,4,8,CSE (DS),B
Lalith Golla,21A91A6715,9100000675,4,8,CSE (DS),B
Rachana Duvvuri,21A91A6716,9100000676,4,8,CSE (DS),B
Madhav Annam,21A91A6717,9100000677,4,8,CSE (DS),B
Rekha Rachapudi,21A91A6718,9100000678,4,8,CSE (DS),B
Manoj Thota,21A91A6719,9100000679,4,8,CSE (DS),B
Shalini Arepalli,21A91A6720,9100000680,4,8,CSE (DS),B
Mukesh Kunchala,24A91A6301,9100000681,1,2,CSE (CS),A
Sirisha Yellapu,24A91A6302,9100000682,1,2,CSE (CS),A
Nagaraj Ganta,24A91A6303,9100000683,1,2,CSE (CS),A
Spandana Meka,24A91A6304,9100000684,1,2,CSE (CS),A
Nikhil Parasa,24A91A6305,9100000685,1,2,CSE (CS),A
Sridevi Challagundla,24A91A6306,9100000686,1,2,CSE (CS),A
Pavan Kandula,24A91A6307,9100000687,1,2,CSE (CS),A
Supriya Muvvala,24A91A6308,9100000688,1,2,CSE (CS),A
Pranav Kothapalli,24A91A6309,9100000689,1,2,CSE (CS),A
Swathi Manepalli,24A91A6310,9100000690,1,2,CSE (CS),A
Prudhvi Nuthalapati,24A91A6311,9100000691,1,2,CSE (CS),B
Tejaswini Badugu,24A91A6312,9100000692,1,2,CSE (CS),B
Rajesh Sunkara,24A91A6313,9100000693,1,2,CSE (CS),B
Usha Dondapati,24A91A6314,9100000694,1,2,CSE (CS),B
Rakesh Palaparthi,24A91A6315,9100000695,1,2,CSE (CS),B
Varsha Yedla,24A91A6316,9100000696,1,2,CSE (CS),B
Ravi Gajjela,24A91A6317,9100000697,1,2,CSE (CS),B
Yamini Vadlamudi,24A91A6318,9100000698,1,2,CSE (CS),B
Sai Kollipara,24A91A6319,9100000699,1,2,CSE (CS),B
Swarna Ganji,24A91A6320,9100000700,1,2,CSE (CS),B
Santosh Kommineni,23A91A6301,9100000701,2,4,CSE (CS),A
Amulya Nallamothu,23A91A6302,9100000702,2,4,CSE (CS),A
Shankar Maddirala,23A91A6303,9100000703,2,4,CSE (CS),A
Ankitha Battula,23A91A6304,9100000704,2,4,CSE (CS),A
Srinivas Garapati,23A91A6305,9100000705,2,4,CSE (CS),A
Aparna Lanka,23A91A6306,9100000706,2,4,CSE (CS),A
Sunil Pathuri,23A91A6307,9100000707,2,4,CSE (CS),A
Bhavya Saride,23A91A6308,9100000708,2,4,CSE (CS),A
Tarun Mandadi,23A91A6309,9100000709,2,4,CSE (CS),A
Chaitra Kosuru,23A91A6310,9100000710,2,4,CSE (CS),A
Varun Alavala,23A91A6311,9100000711,2,4,CSE (CS),B
Divya Chintala,23A91A6312,9100000712,2,4,CSE (CS),B
Vijay Chappidi,23A91A6313,9100000713,2,4,CSE (CS),B
Esha Kurella,23A91A6314,9100000714,2,4,CSE (CS),B
Vinay Vaddadi,23A91A6315,9100000715,2,4,CSE (CS),B
Harini Palempalle,23A91A6316,9100000716,2,4,CSE (CS),B
Vivek Vangapandu,23A91A6317,9100000717,2,4,CSE (CS),B
Hema Boyapally,23A91A6318,9100000718,2,4,CSE (CS),B
Yashwanth Ravulaparthi,23A91A6319,9100000719,2,4,CSE (CS),B
Ishita Dandu,23A91A6320,9100000720,2,4,CSE (CS),B
Aakash Guntupalli,22A91A6301,9100000721,3,6,CSE (CS),A
Jyothirmai Nimmala,22A91A6302,9100000722,3,6,CSE (CS),A
Aditya Pothuraju,22A91A6303,9100000723,3,6,CSE (CS),A
Kavya Marri,22A91A6304,9100000724,3,6,CSE (CS),A
Akash Uppuluri,22A91A6305,9100000725,3,6,CSE (CS),A
Lalitha Muvva,22A91A6306,9100000726,3,6,CSE (CS),A
Amit Vegesna,22A91A6307,9100000727,3,6,CSE (CS),A
Likhitha Chidipothu,22A91A6308,9100000728,3,6,CSE (CS),A
Anil Kasireddy,22A91A6309,9100000729,3,6,CSE (CS),A
Manasa Tummala,22A91A6310,9100000730,3,6,CSE (CS),A
Arjun Gali,22A91A6311,9100000731,3,6,CSE (CS),B
Meghana Vallabhaneni,22A91A6312,9100000732,3,6,CSE (CS),B
Ashok Bejjanki,22A91A6313,9100000733,3,6,CSE (CS),B
Mythili Palleti,22A91A6314,9100000734,3,6,CSE (CS),B
Bhanu Dendukuri,22A91A6315,9100000735,3,6,CSE (CS),B
Navya Gogineni,22A91A6316,9100000736,3,6,CSE (CS),B
Chaitanya Nandipati,22A91A6317,9100000737,3,6,CSE (CS),B
Nirmala Maddula,22A91A6318,9100000738,3,6,CSE (CS),B
Deepak Konda,22A91A6319,9100000739,3,6,CSE (CS),B
Pallavi Nelluri,22A91A6320,9100000740,3,6,CSE (CS),B
Dinesh Potluri,21A91A6301,9100000741,4,8,CSE (CS),A
Pooja Shaik,21A91A6302,9100000742,4,8,CSE (CS),A
Eswar Talluri,21A91A6303,9100000743,4,8,CSE (CS),A
Preethi Vemula,21A91A6304,9100000744,4,8,CSE (CS),A
Gowtham Pathan,21A91A6305,9100000745,4,8,CSE (CS),A
Rachana Manne,21A91A6306,9100000746,4,8,CSE (CS),A
Harish Bandi,21A91A6307,9100000747,4,8,CSE (CS),A
Rekha Sappa,21A91A6308,9100000748,4,8,CSE (CS),A
Jagadeesh Gundala,21A91A6309,9100000749,4,8,CSE (CS),A
Shalini Chilukuri,21A91A6310,9100000750,4,8,CSE (CS),A
Karthik Sahu,21A91A6311,9100000751,4,8,CSE (CS),B
Sirisha Dasari,21A91A6312,9100000752,4,8,CSE (CS),B
Krishna Kakarla,21A91A6313,9100000753,4,8,CSE (CS),B
Spandana Yerra,21A91A6314,9100000754,4,8,CSE (CS),B
Lalith Vankayala,21A91A6315,9100000755,4,8,CSE (CS),B
Sridevi Bolla,21A91A6316,9100000756,4,8,CSE (CS),B
Madhav Pilli,21A91A6317,9100000757,4,8,CSE (CS),B
Supriya Palagiri,21A91A6318,9100000758,4,8,CSE (CS),B
Manoj Gudivada,21A91A6319,9100000759,4,8,CSE (CS),B
Swathi Mandava,21A91A6320,9100000760,4,8,CSE (CS),B
Mukesh Maddipati,24A95A4101,9100000761,1,2,MBA,A
Tejaswini Kakumanu,24A95A4102,9100000762,1,2,MBA,A
Nagaraj Boddu,24A95A4103,9100000763,1,2,MBA,A
Usha Koppula,24A95A4104,9100000764,1,2,MBA,A
Nikhil Peddinti,24A95A4105,9100000765,1,2,MBA,A
Varsha Vemuri,24A95A4106,9100000766,1,2,MBA,A
Pavan Golla,24A95A4107,9100000767,1,2,MBA,A
Yamini Duvvuri,24A95A4108,9100000768,1,2,MBA,A
Pranav Annam,24A95A4109,9100000769,1,2,MBA,A
Swarna Rachapudi,24A95A4110,9100000770,1,2,MBA,A
Prudhvi Thota,24A95A4111,9100000771,1,2,MBA,B
Amulya Arepalli,24A95A4112,9100000772,1,2,MBA,B
Rajesh Kunchala,24A95A4113,9100000773,1,2,MBA,B
Ankitha Yellapu,24A95A4114,9100000774,1,2,MBA,B
Rakesh Ganta,24A95A4115,9100000775,1,2,MBA,B
Aparna Meka,24A95A4116,9100000776,1,2,MBA,B
Ravi Parasa,24A95A4117,9100000777,1,2,MBA,B
Bhavya Challagundla,24A95A4118,9100000778,1,2,MBA,B
Sai Kandula,24A95A4119,9100000779,1,2,MBA,B
Chaitra Muvvala,24A95A4120,9100000780,1,2,MBA,B
Santosh Kothapalli,23A95A4101,9100000781,2,4,MBA,A
Divya Manepalli,23A95A4102,9100000782,2,4,MBA,A
Shankar Nuthalapati,23A95A4103,9100000783,2,4,MBA,A
Esha Badugu,23A95A4104,9100000784,2,4,MBA,A
Srinivas Sunkara,23A95A4105,9100000785,2,4,MBA,A
Harini Dondapati,23A95A4106,9100000786,2,4,MBA,A
Sunil Palaparthi,23A95A4107,9100000787,2,4,MBA,A
Hema Yedla,23A95A4108,9100000788,2,4,MBA,A
Tarun Gajjela,23A95A4109,9100000789,2,4,MBA,A
Ishita Vadlamudi,23A95A4110,9100000790,2,4,MBA,A
Varun Kollipara,23A95A4111,9100000791,2,4,MBA,B
Jyothirmai Ganji,23A95A4112,9100000792,2,4,MBA,B
Vijay Kommineni,23A95A4113,9100000793,2,4,MBA,B
Kavya Nallamothu,23A95A4114,9100000794,2,4,MBA,B
Vinay Maddirala,23A95A4115,9100000795,2,4,MBA,B
Lalitha Battula,23A95A4116,9100000796,2,4,MBA,B
Vivek Garapati,23A95A4117,9100000797,2,4,MBA,B
Likhitha Lanka,23A95A4118,9100000798,2,4,MBA,B
Yashwanth Pathuri,23A95A4119,9100000799,2,4,MBA,B
Manasa Saride,23A95A4120,9100000800,2,4,MBA,B
Aakash Mandadi,24A95A0501,9100000801,1,2,MCA,A
Meghana Kosuru,24A95A0502,9100000802,1,2,MCA,A
Aditya Alavala,24A95A0503,9100000803,1,2,MCA,A
Mythili Chintala,24A95A0504,9100000804,1,2,MCA,A
Akash Chappidi,24A95A0505,9100000805,1,2,MCA,A
Navya Kurella,24A95A0506,9100000806,1,2,MCA,A
Amit Vaddadi,24A95A0507,9100000807,1,2,MCA,A
Nirmala Palempalle,24A95A0508,9100000808,1,2,MCA,A
Anil Vangapandu,24A95A0509,9100000809,1,2,MCA,A
Pallavi Boyapally,24A95A0510,9100000810,1,2,MCA,A
Arjun Ravulaparthi,24A95A0511,9100000811,1,2,MCA,B
Pooja Dandu,24A95A0512,9100000812,1,2,MCA,B
Ashok Guntupalli,24A95A0513,9100000813,1,2,MCA,B
Preethi Nimmala,24A95A0514,9100000814,1,2,MCA,B
Bhanu Pothuraju,24A95A0515,9100000815,1,2,MCA,B
Rachana Marri,24A95A0516,9100000816,1,2,MCA,B
Chaitanya Uppuluri,24A95A0517,9100000817,1,2,MCA,B
Rekha Muvva,24A95A0518,9100000818,1,2,MCA,B
Deepak Vegesna,24A95A0519,9100000819,1,2,MCA,B
Shalini Chidipothu,24A95A0520,9100000820,1,2,MCA,B
Dinesh Kasireddy,23A95A0501,9100000821,2,4,MCA,A
Sirisha Tummala,23A95A0502,9100000822,2,4,MCA,A
Eswar Gali,23A95A0503,9100000823,2,4,MCA,A
Spandana Vallabhaneni,23A95A0504,9100000824,2,4,MCA,A
Gowtham Bejjanki,23A95A0505,9100000825,2,4,MCA,A
Sridevi Palleti,23A95A0506,9100000826,2,4,MCA,A
Harish Dendukuri,23A95A0507,9100000827,2,4,MCA,A
Supriya Gogineni,23A95A0508,9100000828,2,4,MCA,A
Jagadeesh Nandipati,23A95A0509,9100000829,2,4,MCA,A
Swathi Maddula,23A95A0510,9100000830,2,4,MCA,A
Karthik Konda,23A95A0511,9100000831,2,4,MCA,B
Tejaswini Nelluri,23A95A0512,9100000832,2,4,MCA,B
Krishna Potluri,23A95A0513,9100000833,2,4,MCA,B
Usha Shaik,23A95A0514,9100000834,2,4,MCA,B
Lalith Talluri,23A95A0515,9100000835,2,4,MCA,B
Varsha Vemula,23A95A0516,9100000836,2,4,MCA,B
Madhav Pathan,23A95A0517,9100000837,2,4,MCA,B
Yamini Manne,23A95A0518,9100000838,2,4,MCA,B
Manoj Bandi,23A95A0519,9100000839,2,4,MCA,B
Swarna Sappa,23A95A0520,9100000840,2,4,MCA,B
